left_shop,left_brand,left_productName,left_price,right_shop,right_brand,right_productName,right_price,label,id
Albert Heijn,Innocent,Orange tutti frutti juice blend,2.59,Colruyt,MAYBELLINE,nagellak Tenue & Strong 505,6.29,0,8536
Carrefour,Becel,Original 300 g,2.09,Albert Heijn,Becel,Proactiv original cholesterolverlagend,5.39,0,8537
Albert Heijn,Mentos Gum,Pure fresh strawberry,3.79,Colruyt,MENTOS,Pure Fresh aardbei,2.99,1,8538
Colruyt,ELMEX SENSITIVE,TP whitening,4.49,Carrefour,Ethiquable,Gemalen Hooglandkoffie 250 g,4.79,0,8539
Colruyt,IGLO,Kombino spinazie MSC,3.71,Albert Heijn,Iglo,Vissticks,2.59,0,8540
Carrefour,Alpro,Aardbei Plantaardig Alternatief voor Yoghurt 500 g,2.65,Albert Heijn,Alpro,Plantaardige variatie op yoghurt aardbei,2.49,1,8541
Carrefour,Spa,TOUCH Bruisend Mineraalwater framboos pruim 6 X 50 cl,5.15,Colruyt,BONI,slaharten,1.99,0,8542
Carrefour,Whiskas,Droge Voeding  Onweerstaanbar  1+ Jaar Brokjes Rund 3.8 kg,9.58,Colruyt,WHISKAS,1+ rund,9.49,1,8543
Albert Heijn,Fentimans,Rose lemonade,3.49,Colruyt,BREF,wc pow.act.pronature mint-euc.,5.45,0,8544
Carrefour,Kellogg's,Rice Krispies 375 g,3.01,Colruyt,,groene asperges,3.79,0,8545
Carrefour,Isostar,Energy Sport Bar Cereals and Banana Flavour 3 x 40 g,3.99,Albert Heijn,Isostar,High energy sportbar banana,3.49,1,8546
Carrefour,Alpro,Amandeldrink Ongeroosterd Zonder Suikers 1 L,2.69,Albert Heijn,Alpro,Sojadrink light,1.39,0,8547
Carrefour,Alpro,Blauwe Bosbes Plantaardig Alternatief voor Yoghurt 500 g,2.75,Albert Heijn,Alpro,Fresh drink coconut zonder suikers,2.99,0,8548
Albert Heijn,AH,Gesneden verspakket shakshuka,5.99,Colruyt,VITTEL,plat water,0.712,0,8549
Colruyt,BONI,nicola extra,5.7,Carrefour,Carrefour,Bieslook Opgeklopte Verse Kaas 150 g,1.79,0,8550
Carrefour,Dr. Oetker,Pizza Ristorante Pasta 410 g,3.35,Albert Heijn,Dr. Oetker,Bourbon vanille extract,3.79,0,8551
Carrefour,VaniliVit,0.5 L,2.25,Colruyt,VANILIVIT,magere melk vanille glas,2.25,1,8552
Colruyt,IGLO,gehakte spinazie roomsaus,2.06,Albert Heijn,Iglo,Fish sticks bel,5.49,0,8553
Albert Heijn,Nivea,Soft tube,1.69,Colruyt,NIVEA,Soft hydraterende crème,0.84,1,8554
Albert Heijn,Alpro,Amandeldrink original,2.19,Colruyt,ALPRO,amandeldrink,2.19,1,8555
Carrefour,Chavroux,Porties Pur Natuur Geitenkaas  6 x 20 g,4.25,Albert Heijn,Greenminds,Schrijfblok A4 gelinieerd,1.69,0,8556
Carrefour,Violife,Gouda Flavour Slices 10 Plakjes 200 g,3.7,Albert Heijn,Violife,Alternatief voor witte griekse kaas,3.29,0,8557
Albert Heijn,Pampers,Baby dry pants luierbroekjes maat 6,9.29,Colruyt,PAMPERS,Baby-Dry Luierbroekjes 6,9.29,1,8558
Albert Heijn,Ecover,Vloeibaar Wasmiddel universeel,25.99,Colruyt,ECOVER,wasmiddel Universal,28.79,1,8559
Albert Heijn,D&L,Cocktail whiskey saus,1.29,Colruyt,DEVOS LEMMENS,saus cocktail,1.29,1,8560
Colruyt,B&J,Salted Caramel Brownie,3.99,Carrefour,Ben & Jerry's,Topped Ijs Salted Caramel Brownie 438 ml,7.75,1,8561
Carrefour,Campina,0% Weidemelk 6 x 500ml,6.09,Albert Heijn,Campina,Halfvolle milde yoghurt,1.49,0,8562
Carrefour,Starbucks,"by NESPRESSO Decaf Espresso Roast 10 capsules, 57g",4.07,Colruyt,STARBUCKS,caps Decaf Espresso Roast,3.24,1,8563
Colruyt,LIPTON,thee Herbal inf.rozenb-framb,2.15,Carrefour,Lipton,Kruidenthee Rozenbottel Framboos 20 theezakjes,2.75,1,8564
Colruyt,IGLO,Kombino spinazie MSC,5.84,Albert Heijn,Iglo,Fish cuisine zomerse groente,4.49,0,8565
Colruyt,ALPRO,This is Not Milk halfvol,2,Albert Heijn,Alpro,IJs soya vanilla,4.99,0,8566
Colruyt,ARIEL,aio pods color,13.49,Albert Heijn,Fentimans,Orange tonic,4.99,0,8567
Albert Heijn,Gillette,Series gevoelige huid scheerschuim,1.99,Colruyt,GILLETTE SERIES,scheersch.hyd/kal.,0.995,1,8568
Colruyt,OB,procomfort super,4.49,Albert Heijn,o.b.,Pro comfort super,4.49,1,8569
Colruyt,ALPRO,natuur,1.24,Albert Heijn,Alpro,Sojadrink choco,1.99,0,8570
Colruyt,ORAL-B,mondwater prof.bescherming,4.76,Carrefour,Oral-B,Pro-Expert Professionele Bescherming Mondwater 500 ml,6.79,1,8571
Colruyt,CAMPINA,volle room 33%vg PET,2.09,Albert Heijn,Campina,Zacht & luchtig banaan,1.99,0,8572
Albert Heijn,Knorr,Pastagerecht carbonara,1.99,Colruyt,KNORR,Spaghetteria carbonara,1.99,1,8573
Colruyt,IGLO,macaroni ham-kaas,2.89,Albert Heijn,Iglo,Fishcuisine Italiano,3.99,0,8574
Carrefour,Fitness,Natuur Ontbijtgranen 625 g,4.99,Colruyt,NESTLÉ FITNESS,natuur,4.99,1,8575
Albert Heijn,Dove,Açaí berry & waterlily deodorant spray,3.89,Colruyt,DOVE,Go Fresh deo acai berry,3.89,1,8576
Colruyt,CAMPINA,volle room 33%vg PET,2.09,Albert Heijn,Campina,Biologische houdbare halfvolle melk,1.25,0,8577
Carrefour,Arla,Skyr Aardbei 450 g,2.32,Albert Heijn,Arla,Skyr yoghurt naturel,1.99,0,8578
Carrefour,Carrefour,Geroosterde Broodjes met Volkorenmeel 225 g,1.35,Colruyt,SCOTCH,Magic kleefb.19mmx25m onz.,9.19,0,8579
Colruyt,EVERYDAY,BEENHAM MEESTERL. SNEETJES,3.58,Carrefour,Catisfactions,Kattensnacks met Kaas 60 g,1.45,0,8580
Albert Heijn,AH,Boemboe sajoer boontjes,0.99,Colruyt,POMS,appel,0.64,0,8581
Carrefour,Alpro,Absolutely Kokosnoot Ananas 350 g,3.79,Colruyt,ALPRO,Absolutely kokosnoot ananas,3.75,1,8582
Carrefour,Kellogg's,Special K Dark Chocolate 550 g,6.42,Albert Heijn,Kellogg's,Honey pops loops,2.99,0,8583
Colruyt,LIPTON,Ice Tea Original bruisend,1.66,Albert Heijn,Lipton,Infusie morocco mint kruidenthee,1.49,0,8584
Colruyt,THERAMED,tandpasta 1-6 jaar,1.39,Carrefour,Theramed,Junior Aardbei 0-6 Tandpasta 50 ml,1.75,1,8585
Colruyt,CAMPINA,magere verse kaas,3.25,Carrefour,Campina,Verse Kaas Mager 500 g,3.45,1,8586
Colruyt,L'OR ESPRESSO,caps Lungo Profondo 8,5.49,Carrefour,L'OR,Koffie Capsules Lungo Profondo Intensiteit 8 Nespresso* Compatibel  20 stuks,6.11,1,8587
Colruyt,DUREX,massage glijmid. aloë vera,7.99,Albert Heijn,Kerrygold,Pure Ierse boter gezouten,3.15,0,8588
Colruyt,MAIZENA EXPRESS,bindmiddel wit,1.75,Albert Heijn,Maïzena,Express bindmiddel wit,1.89,1,8589
Carrefour,Alpro,Not MLK Plantaardige Drink Halfvol 1.8%,2.05,Albert Heijn,Alpro,Sojadrink original,1.09,0,8590
Carrefour,Campina,0% Vet Magere Melkdrank 500 ml,1.02,Albert Heijn,Campina,Dubbelvla chocolade-vanille,1.69,0,8591
Colruyt,ZOTT MONTE,pudding Maxi melk-choc,2.89,Carrefour,Monte,Maxi Melkdessert & Chocoladesmaak + Hazelnoot 4 x 100 g,3.15,1,8592
Albert Heijn,Alpro,Haver amandeldrink,2.99,Colruyt,BONI BIO,platte peterselie plant,1.09,0,8593
Albert Heijn,Kellogg's,Special K melkchocolade,3.19,Colruyt,GANDA,gedr.ham bio gv,4.54,0,8594
Colruyt,IGLO,visgratin spinazie room MSC,4.49,Albert Heijn,Iglo,Fishcuisine Bretagne,4.89,0,8595
Carrefour,Alpro,Amandel Ongezoet Geroosterd 1 L,2.69,Albert Heijn,Alpro,Lekker gezond smeren,1.29,0,8596
Carrefour,Nescafé Dolce Gusto,Café au Lait 16 Capsules 160 g,4.69,Albert Heijn,Nescafé Dolce Gusto,Koffiecups cafe au lait,3.99,1,8597
Albert Heijn,AH,Flinterdunne gerookte kipfilet,1.99,Colruyt,BEN'S ORIGINAL,rijst risotto,3.99,0,8598
Colruyt,ALPRO,Greek Style haver,2.76,Albert Heijn,Alpro,Amandeldrink zonder suikers gekoeld,2.69,0,8599
Carrefour,Oral-B,Tandpasta  Pro-Repair Tandvlees & Glazuur Extra Fris 75 ml,4.89,Colruyt,ORAL-B,tandpasta Pro-Repair,3.35,1,8600
Carrefour,Spa,TOUCH Bruisend Mineraalwater pompelmoes 6 X 50 cl,5.15,Colruyt,SPA TOUCH,bruisend Grapefruit,0.79,1,8601
Albert Heijn,Welmoed,Rosé,5.99,Colruyt,LOTUS,speculoos 6 granen,3.58,0,8602
Carrefour,Lipton,Black Tea Tropical Fruits 36 g,2.75,Colruyt,LIPTON,thee Lemon/forest fr/trop.fr,0.935,1,8603
Albert Heijn,Sensodyne,Repair & protect whitening tandpasta,4.99,Colruyt,SENSODYNE REPAIR & PROTECT,White,4.95,1,8604
Colruyt,ALPRO,soya bakken braden vloeibaar,3.69,Albert Heijn,Alpro,Sojadrink rode vruchten,1.99,0,8605
Carrefour,Felix,CAT Malse Reepjes Junior Mix Selectie in Gelei(12x85g)x6,6.2,Colruyt,PURINA,FELIX Junior malse reepjes,5.85,1,8606
Colruyt,DIXAN,"powder extreme power 3,48kg",19.99,Carrefour,Dixan,Poeder Wasmiddel Extreme Power 58DS 3.48 kg,22.39,1,8607
Albert Heijn,o.b.,Pro comfort super,4.49,Colruyt,OB,procomfort super,4.49,1,8608
Colruyt,SHEBA,perfect port.mix 3x(2x37.5g),2.79,Carrefour,Sheba,Perfect Portions met Zalm Duo Pack 6 x 37.5 g,2.95,1,8609
Albert Heijn,AH,Basmati rijst,2.29,Carrefour,Kellogg's,Tresor Chocolate & Nuts 1 kg,9.95,0,8610
Carrefour,Alpro,360 Kcal ijs met Karamel-Macchiatoswirls 450 ml,6.35,Albert Heijn,Alpro,Sojadrink original,1.09,0,8611
Albert Heijn,Caffé Gondoliere,Crema bonen,6.49,Colruyt,KELLOGG'S,froot loops unicorn,3.99,0,8612
Carrefour,Boursin,Croustillants de Fromage met Rode Paprika 150 g,4.19,Albert Heijn,Boursin,Plantaardig,2.29,0,8613
Carrefour,Iglo,Green Cuisine Falafel 450g,4.25,Albert Heijn,Iglo,Lekkerbekje sticks,2.69,0,8614
Albert Heijn,Gourmet,Nature's creations rund kattenvoer nat,0.99,Colruyt,PEDIGREE,markies,1.61,0,8615
Colruyt,DANONE ACTIVIA,yoghurt granen,1.99,Carrefour,Activia,Yoghurt Vezels Granen & Appel met Probiotica 4 x 125 g,2.02,1,8616
Colruyt,SIGNAL,Integral 8 White tandpasta,1.39,Carrefour,Signal,Integral 8 Tandpasta White 75 ml,1.74,1,8617
Albert Heijn,Tuc,mini original zoutjes,0.89,Colruyt,KIWI,Deo Fresh spray,6.85,0,8618
Albert Heijn,Nescafé Dolce Gusto,Koffiecups grande,4.39,Carrefour,Nescafé Dolce Gusto,Grande 16 Capsules 128 g,4.69,1,8619
Colruyt,BONI BIO,groene selder,1.79,Albert Heijn,Mutti,Pastasaus Basilico,2.09,0,8620
Carrefour,Kellogg's,Tresor Milk Chocolate 1 kg,9.95,Colruyt,KELLOGG'S TRÉSOR,melkchocolade,9.39,1,8621
Colruyt,ALPRO,perzik,2.19,Albert Heijn,Alpro,Plantaardige variatie op yoghurt bosbes,2.49,0,8622
Carrefour,Old Amsterdam,Plakken 170 g,4.49,Albert Heijn,Old Amsterdam,35+ plakken,3.38,0,8623
Carrefour,Colgate,Sensation White Tandpasta 75 ml,1.96,Albert Heijn,Colgate,Tandpasta sensation white,1.89,1,8624
Colruyt,DR.OETKER RISTORANTE,salami&mozza.,2.49,Albert Heijn,Dr. Oetker,Ristorante pizza salame mozzarella pesto,2.49,1,8625
Albert Heijn,Dr. Oetker,Ristorante pizza tonno,1.99,Colruyt,DR.OETKER RISTORANTE,pizza tonno,1.99,1,8626
Colruyt,LIPTON,Green Tea Indonesian Sencha,1.39,Carrefour,Lipton,Pyramides Groene thee Sencha 20 theezakjes,2.75,1,8627
Colruyt,DEL MONTE,halve perzik sap blik,2.52,Albert Heijn,Del Monte,Halve perziken op sap,1.49,1,8628
Colruyt,,komkommer,0.79,Carrefour,Carrefour,Yoghurt op z'n Grieks Perzik Passievrucht 4 x 150 g,1.89,0,8629
Colruyt,,tomaten extra,1.79,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,8630
Colruyt,IGLO,fishstick fish&chips wijze 26s,8.55,Albert Heijn,Iglo,Ocean Cuisine Lekkerbekjes traditioneel,5.49,0,8631
Albert Heijn,Nivea,2in1 care express shampoo&conditioner,2.99,Colruyt,NIVEA,shampoo classic,2.9,1,8632
Albert Heijn,Wahid,Kip Provence,1.99,Colruyt,HEAD&SHOULDERS,sh.2in1Men mu/sc.,2.19,0,8633
Carrefour,Alpro,Haverdrink Zonder Suikers 1 L,2.89,Albert Heijn,Alpro,Mild & creamy limoen-citroen,2.99,0,8634
Carrefour,Danio,Specialiteit met Verse Kaas Aardbei Snack 180 g,1.05,Albert Heijn,Danio,Romige kwark mango kiwi banaan,2.5,0,8635
Colruyt,,Ovenschotel inox,5.29,Albert Heijn,,Lasagne pakket compleet,10.42,0,8636
Colruyt,COCA-COLA,bak,15.59,Albert Heijn,Coca-Cola,Zero 8-pack,4.39,0,8637
Colruyt,NESTLÉ PURE LIFE,plat water,0.27,Albert Heijn,Nestlé Pure life,Pure life mineraalwater,3.25,1,8638
Colruyt,SWIFFER,Duster Ambipur 9 stoffers,8.99,Albert Heijn,Swiffer,Duster doekjes ambi pur navullingen,8.69,1,8639
Albert Heijn,Bertolli,Smeerbaar met olijfolie voor op brood,1.15,Colruyt,BONI,fijne prinsessenbonen,2.99,0,8640
Carrefour,Jordan,3 in 1 Flosser 36 Stuks,4.69,Colruyt,JORDAN,3 in 1 Flosser,3.99,1,8641
Carrefour,Danone,Fruit Magere Yoghurt Fruitmix 12 x 125g,4.15,Albert Heijn,Danone,Hüttenkäse,2.49,0,8642
Carrefour,Pacha,Instant Oploscichorei 200 g,4.64,Albert Heijn,AH,Garnalen,2.49,0,8643
Colruyt,FRISTI,rood fruit brik,1.29,Albert Heijn,Fristi,Rood fruit,0.99,1,8644
Carrefour,Woolite,"Zwart, Donker & Denim Wasmiddel 32 Wasbeurten 1.9 L",10.09,Colruyt,WOOLITE,kerat.black,9.99,1,8645
Colruyt,JACQMOTTE,Moka Original,6.39,Carrefour,Jacqmotte,Koffie Gemalen Moka Original 500 g,6.39,1,8646
Carrefour,Bosto,Tartinettes Puur 8 Stuks 90 g,1.97,Colruyt,BOSTO,Tartinettes fondantchocolade,1.85,1,8647
Carrefour,Alpro,Exotic Plantaardig Alternatief Zonder Toegevoegde Suikers 400 g,2.55,Albert Heijn,Alpro,Dessert dark chocolate,2.19,0,8648
Albert Heijn,Apetina,Original witte kaas 50% minder vet 22+,1.99,Colruyt,EVERYDAY,pr.bonen gebro&gesned.blik,0.75,0,8649
Colruyt,CAMPINA,halfvolle melk PET,1.11,Albert Heijn,Campina,Halfvolle melk houdbaar,0.69,0,8650
Albert Heijn,Colgate,Zigzag tandenborstels,2.99,Carrefour,Colgate,Zig Zag Medium tandenborstel triopak,6.25,1,8651
Colruyt,ORAL-B,tp pr-exp.besch.gezond wit,2.53,Carrefour,Oral-B,Pro-Expert Gezond Wit Tandpasta 75ml,3.55,1,8652
Albert Heijn,AH,Magere yoghurt,0.69,Colruyt,KELLOGG'S,Variety minipacks,2.89,0,8653
Colruyt,BONI BIO,Fairtrade zwarte thee,1.86,Albert Heijn,Château Lavergne,Lavergne,3.99,0,8654
Colruyt,RIO MARE,makr. gegrild olijfolie EV,2.49,Albert Heijn,Rio Mare,Gegrilde makreel in olijfolie msc,2.49,1,8655
Albert Heijn,Old Amsterdam,Crème,1.42,Carrefour,Old Amsterdam,Crème Classic 125 g,2.52,1,8656
Carrefour,Alpro,Soya Smeerbaar 500 g,2.69,Albert Heijn,Alpro,Mild & creamy vanille,2.69,0,8657
Albert Heijn,Activia,Yoghurt vanille,1.89,Colruyt,DANONE ACTIVIA,yogh. vol vanille,1.86,1,8658
Colruyt,BONI,tonijn in eigen nat,3.53,Albert Heijn,Bonmush,Veggie tune-in salad,2.99,0,8659
Colruyt,ALPRO,kers,1.36,Carrefour,Alpro,Kers Plantaardig Alternatief voor Yoghurt 500 g,2.55,1,8660
Albert Heijn,Bertolli,Vloeibaar met olijfolie en vitamine a&d,2.89,Carrefour,Bertolli,Vloeibaar Margarine met Olijfolie 500 ml,3.09,1,8661
Albert Heijn,Majestic,Mat ref G10 35w 2-pack,3.99,Colruyt,JULES DESTROOPER,natuurboterwafels,7.26,0,8662
Colruyt,BONI,gouda jong blok Belgisch,8.2,Albert Heijn,Safari,Senza exotic fruit drink,7.99,0,8663
Albert Heijn,Grimbergen,Dubbel,3.99,Colruyt,BONI BIO,kruiden peterselie,1.08,0,8664
Carrefour,Starbucks,"by NESPRESSO House Blend 10 capsules, 57 g",3.99,Albert Heijn,Starbucks,Chilled classic cappuccino,1.59,0,8665
Colruyt,BONI,farfalle,0.99,Albert Heijn,AH,IJsbergsla,0.99,0,8666
Carrefour,Campina,Halfvolle Weidemelk 1 L,1.28,Albert Heijn,Campina,Vlaflip vanille,1.89,0,8667
Albert Heijn,Taft,Ultra styling gel,3.59,Colruyt,BONI,spirelli tricolore,1.09,0,8668
Albert Heijn,Hakubaku,Japanese biologische soba noodles,2.79,Colruyt,HAKUBAKU,noodles soba bio,2.79,1,8669
Colruyt,BONI BIO,oregano plant,1.19,Albert Heijn,Dash,3in1 pods regular,8.99,0,8670
Carrefour,Campina,0% Weidemelk 6 x 500ml,6.09,Albert Heijn,Campina,Botergoud grasboter gezouten,2.99,0,8671
Albert Heijn,Knorr,Mix carbonara,1.59,Carrefour,Carrefour,Bio Adult Terrina met Zalm 100 g,0.59,0,8672
Colruyt,,Les Lauriers Muscadet,4.29,Albert Heijn,,Lasagne pakket compleet,10.42,0,8673
Carrefour,Sensodyne,Freshmint Tandpasta voor gevoelige tanden 75 ml,3.29,Colruyt,SENSODYNE,Fresh Mint,2.2,1,8674
Carrefour,Garden Gourmet,Vegan Nuggets 300 g,4.99,Albert Heijn,Garden Gourmet,Kaasschnitzel,3.49,0,8675
Carrefour,Président,L'Ovale Extra Smeuïg 200 g,2.96,Albert Heijn,Président,L'ovale,2.59,1,8676
Colruyt,ALPRO,aardbei-banaan/peer-perzik,2.86,Albert Heijn,Alpro,Barista soja,2.19,0,8677
Albert Heijn,AH,Roomboter ongezouten,1.29,Colruyt,MELITTA,koffiefilters Original 102,5.15,0,8678
Colruyt,LIPTON,thee Herbal inf. Linden,2.19,Albert Heijn,Lipton,Zwarte thee russian earl grey,1.99,0,8679
Carrefour,Starbucks,"by NESPRESSO House Blend 10 capsules, 57 g",4.07,Albert Heijn,Starbucks,Nespresso koffiecups house blend,3.69,1,8680
Colruyt,NATURE VALLEY,protein berries,2.99,Albert Heijn,Nature Valley,Protein rood fruit & pinda repen,2.99,1,8681
Colruyt,ALPRO,Absolutely kokosnoot ananas,3.75,Albert Heijn,Alpro,Plantaardige variatie op yoghurt naturel,1.99,0,8682
Colruyt,IGLO,visgratin spinazie room MSC,4.49,Albert Heijn,Iglo,Ocean Cuisine Lekkerbekjes traditioneel,5.49,0,8683
Carrefour,Alpro,Not MLK Plantaardige Drink Vol 3.5% 1 L,2.05,Albert Heijn,Alpro,Dessert dark chocolate,2.19,0,8684
Carrefour,Bic,"5 Vulpotloden Matic Strong 0,9mm Kleurrijk",2.99,Colruyt,,rode paprika,2.58,0,8685
Colruyt,SALAKIS,feta classic,2.5,Carrefour,Salakis,Feta Classic Greek 150 g,3.15,1,8686
Colruyt,ALPRO,hazelnoot-chocolade-ijs,4.99,Albert Heijn,Alpro,Lekker gezond smeren,1.29,0,8687
Carrefour,Theramed,Junior Aardbei 0-6 Tandpasta 50 ml,1.75,Colruyt,THERAMED,tandpasta 1-6 jaar,1.39,1,8688
Colruyt,ALPRO,Exotic z. toegevoegde suikers,2.55,Albert Heijn,Alpro,Amandeldrink zonder suikers,2.19,0,8689
Colruyt,ALPRO,soja smeren,2.5,Albert Heijn,Alpro,Sojadrink light,1.39,0,8690
Colruyt,ALPRO,mango z. toegevoegde suikers,2.29,Albert Heijn,Alpro,Plantaardige variatie op yoghurt aardbei,2.49,0,8691
Albert Heijn,Galbani,Mozzarella di latte di bufala,2.59,Carrefour,Galbani,Mozzarella di Latte di Bufala 125 g,3.95,1,8692
Colruyt,NESCAFÉ GOLD,oploskoffie dess. glas,4.79,Carrefour,Nescafé,Gold Dessert 200 g,6.67,1,8693
Carrefour,Gourmet,Perle Mini Filets met Groenten 4 x 85 g,3.45,Colruyt,GOURMET,Perle minif.groenten,3.39,1,8694
Carrefour,Pur Natur,Bio Yoghurt Muesli Bosbes 160 g,1.63,Albert Heijn,Pur Natur,Magere yoghurt,2.69,0,8695
Colruyt,IGLO,kombinos tomaat  mozzarella,5.49,Albert Heijn,Iglo,Oven Lekkerbekje gepaneerd,4.29,0,8696
Colruyt,NESCAFÉ GOLD,oploskoffie Cappuccino,1.99,Carrefour,Nescafé,Koffie CAPPUCCINO Standard Zakjes 140 g,3.39,1,8697
Carrefour,L'OR,Koffie Capsules Espresso Forza Intensiteit 9 Nespresso* Compatibel 20 stuks,6.11,Albert Heijn,L'OR,Espresso forza koffiecups,4.99,1,8698
Colruyt,BONI,roomijs salted caramel,1.99,Albert Heijn,Paturain,Knoflook fijne kruiden 60+,1.99,0,8699
Colruyt,ALPRO,Exotic z. toegevoegde suikers,2.42,Carrefour,Alpro,Exotic Plantaardig Alternatief Zonder Toegevoegde Suikers 400 g,2.84,1,8700
Colruyt,NUTRILON,1+ groeimelk vanaf 1 jaar,12.89,Carrefour,Nutrilon,1+ Flesvoeding Poedermelk Baby Vanaf 1 Jaar Groeimelk 800g,13.99,1,8701
Carrefour,Alpro,Sojadrink Light 6 x 1 L,12.99,Albert Heijn,Alpro,Plantaardige variatie op yoghurt vanille,1.99,0,8702
Carrefour,Arla,Skyr naar Ijslandse Traditie Aardbei 150 g,1.45,Albert Heijn,Arla,Skyr vanille,3.99,0,8703
Colruyt,COCA-COLA,Zero Sugar PET,0.798,Albert Heijn,Coca-Cola,Zero vanilla,2.69,0,8704
Carrefour,Président,Petit Camembert 145 g,2.33,Albert Heijn,Président,Petit camembert,1.99,1,8705
Albert Heijn,Emmi,Raclette 45+ plak,2.99,Carrefour,Fixodent,Original Kleefpasta 70.5 g,6.89,0,8706
Carrefour,Alpro,Kers Plantaardig Alternatief voor Yoghurt 500 g,2.4,Albert Heijn,Alpro,Mild & creamy vanille,2.69,0,8707
Carrefour,Alpro,Macchiato Sojadrink  1 L,2.41,Albert Heijn,Alpro,Barista almond,2.99,0,8708
Colruyt,ALPRO,hazelnoot-chocolade-ijs,4.99,Albert Heijn,Alpro,Cuisine light,1.89,0,8709
Carrefour,Domaines Vinsmoselle,Pinot Luxembourg 75 cl,5.99,Colruyt,,Pinot Gris 1er Cru Luxemburg,6.39,1,8710
Colruyt,GARDEN GOURMET,rondo spin-kaas veg,3.3,Albert Heijn,Garden Gourmet,Kaasschnitzel,3.49,0,8711
Colruyt,BONI,dadels gedroogd,3.5,Albert Heijn,Cornet,Alcoholfree 4-pack,4.99,0,8712
Carrefour,Lotus Biscoff,The Original Speculoos Pasta 720 g,4.65,Colruyt,LOTUS,pasta speculoos,2.99,1,8713
Colruyt,NESCAFÉ DOLCE GUSTO,caps Café lait,7.48,Carrefour,Nescafé Dolce Gusto,Café au Lait 30 Capsules 300 g,8.54,1,8714
Albert Heijn,Knorr,Smaakverfijner aromat naturel,1.19,Colruyt,KNORR,Aromat smaakverfijner,1.29,1,8715
Albert Heijn,Persil,Discs fresh power by silan,7.99,Colruyt,PERSIL,Discs Freshness Silan,5.7,1,8716
Colruyt,VINTENSE,Chardonnay 0%,5.99,Carrefour,Vintense,Cépage Chardonnay Alcohol Vrij 750 ml,5.99,1,8717
Colruyt,BRU,lichtisend water,0.981,Albert Heijn,Hipp,Appel perzik bio 6 maanden,1.49,0,8718
Colruyt,RIO MARE,insalatissime mais e tonno,1.92,Albert Heijn,Rio Mare,Insalatissime couscous e tonno msc,3.19,0,8719
Colruyt,NALU,energiedrank,0.965,Albert Heijn,Nalu,Energy,5.79,1,8720
Carrefour,Pur Natur,Bio Yoghurt Muesli 160 g,1.44,Colruyt,BONI,fruit- en notenmix To Go,6.49,0,8721
Carrefour,Nescafé,Koffie CAPPUCCINO Decaf Zakjes 125 g,3.15,Colruyt,NESCAFÉ GOLD,Cappuccino Decaf,1.99,1,8722
Colruyt,,bloemkool,1.79,Albert Heijn,,Goudse Belegen 48+ stuk,4,0,8723
Colruyt,DETTOL,allesrein.Power&Fresh Orig.,2.56,Albert Heijn,Dettol,Allesreiniger original,3.49,1,8724
Carrefour,Evian,+ Bruisend Mineraalwater Limoen & Gember 6 x 33 cl,6.75,Colruyt,EVIAN+,Lime-Ginger,1.05,1,8725
Colruyt,DOUWE EGBERTS,Décafé,3.62,Carrefour,Douwe Egberts,Koffie Gemalen Decafe 250 g,3.55,1,8726
Colruyt,PURINA,Felix reepjes vlees gelei,5.49,Carrefour,Felix,KAT Malse Reepjes Countryside Selectie in Gelei (12 x 85) x 6,6.2,1,8727
Colruyt,SENSODYNE REPAIR & PROTECT,White,3.77,Carrefour,Sensodyne,Repair & Protect Whitening Tandpasta 75 ml,5.09,1,8728
Albert Heijn,Unox,Rookworst rund,3.39,Colruyt,CÉRÉAL GLUCOREGUL,aardbeien,3.89,0,8729
Colruyt,L'OR ESPRESSO,caps Decaffeinato 06,2.69,Albert Heijn,L'OR,Espresso decaffeinato koffiecups,2.69,1,8730
Carrefour,S.PELLEGRINO,(SAN PELLEGRINO) Licht Bruisend Natuurlijk Mineraalwater 6 x 1 L,5.45,Albert Heijn,S. Pellegrino,Mineraalwater,4.39,1,8731
Albert Heijn,Oreo,Koekjes omhuld met melkchocolade,1.69,Colruyt,OREO,koeken Milk Choc,1.69,1,8732
Colruyt,L'OR ESPRESSO,caps Decaffeinato 06,2.69,Albert Heijn,L'OR,Espresso decaffeinato koffiecups,2.39,1,8733
Colruyt,ALPRO,amandeldrink geroosterd Z.S.,2.19,Albert Heijn,Alpro,Nutty mousse,1.99,0,8734
Colruyt,GALBANI,gorgonzola Cremoso,5.45,Albert Heijn,Galbani,Mozzarella mini,1.89,0,8735
Colruyt,CATISFACTIONS,snacks met kip,1.06,Carrefour,Catisfactions,Kattensnacks met Kip 60 g,1.45,1,8736
Colruyt,ALPRO,sojadrink zonder suikers,1.19,Albert Heijn,Alpro,Mild & creamy vanille,2.69,0,8737
Colruyt,ARIEL,vl.wasm.compact Regular,5.55,Albert Heijn,Ariel,Original vloeibaar wasmiddel,9.99,1,8738
Colruyt,DOVE,Go Fresh deo acai berry,4.59,Albert Heijn,Dove,Açaí berry & waterlily deodorant spray,3.89,1,8739
Carrefour,Alpro,Greek Style Vanille 400g,2.85,Albert Heijn,Alpro,Plantaardige variatie op yoghurt vanille,1.99,0,8740
Colruyt,ALPRO,aardbei,2.49,Albert Heijn,Alpro,Amandeldrink ongeroosterd zonder suikers,2.19,0,8741
